Entry	Entry name	Gene names	Organism	Length
Q4C1W3	Q4C1W3_CROWT	CwatDRAFT_2863	Crocosphaera watsonii WH 8501	390
Q4CAK0	Q4CAK0_CROWT	CwatDRAFT_6642	Crocosphaera watsonii WH 8501	639
Q4C2K3	Q4C2K3_CROWT	CwatDRAFT_3414	Crocosphaera watsonii WH 8501	345
Q4C646	Q4C646_CROWT	CwatDRAFT_4832	Crocosphaera watsonii WH 8501	250
Q4BXL2	Q4BXL2_CROWT	CwatDRAFT_1243	Crocosphaera watsonii WH 8501	197
Q4C8M3	Q4C8M3_CROWT	CwatDRAFT_5368	Crocosphaera watsonii WH 8501	406
Q4C6X7	Q4C6X7_CROWT	CwatDRAFT_5154	Crocosphaera watsonii WH 8501	504
Q4C294	Q4C294_CROWT	CwatDRAFT_3153	Crocosphaera watsonii WH 8501	148
Q4BYD7	Q4BYD7_CROWT	CwatDRAFT_2148	Crocosphaera watsonii WH 8501	233
Q4C2C9	Q4C2C9_CROWT	CwatDRAFT_3508	Crocosphaera watsonii WH 8501	74
Q4C2P6	Q4C2P6_CROWT	CwatDRAFT_3273	Crocosphaera watsonii WH 8501	66
Q4C178	Q4C178_CROWT	CwatDRAFT_3046	Crocosphaera watsonii WH 8501	183
Q4BX67	Q4BX67_CROWT	CwatDRAFT_0985	Crocosphaera watsonii WH 8501	138
Q4C0I2	Q4C0I2_CROWT	CwatDRAFT_1959	Crocosphaera watsonii WH 8501	167
Q4C050	Q4C050_CROWT	CwatDRAFT_2116	Crocosphaera watsonii WH 8501	435
Q4C3E4	Q4C3E4_CROWT	CwatDRAFT_3692	Crocosphaera watsonii WH 8501	145
Q4CAD4	Q4CAD4_CROWT	CwatDRAFT_6609	Crocosphaera watsonii WH 8501	81
Q4C3I5	Q4C3I5_CROWT	CwatDRAFT_3638	Crocosphaera watsonii WH 8501	215
Q4C8M1	Q4C8M1_CROWT	CwatDRAFT_5882	Crocosphaera watsonii WH 8501	112
Q4C3I6	Q4C3I6_CROWT	CwatDRAFT_3637	Crocosphaera watsonii WH 8501	387
Q4BUJ9	Q4BUJ9_CROWT	CwatDRAFT_0192	Crocosphaera watsonii WH 8501	494
Q4BZ33	Q4BZ33_CROWT	CwatDRAFT_1677	Crocosphaera watsonii WH 8501	473
Q4C5B5	Q4C5B5_CROWT	CwatDRAFT_4571	Crocosphaera watsonii WH 8501	307
Q4BUA6	Q4BUA6_CROWT	CwatDRAFT_0254	Crocosphaera watsonii WH 8501	202
Q4BWA9	Q4BWA9_CROWT	CwatDRAFT_0836	Crocosphaera watsonii WH 8501	140
Q4C5G7	Q4C5G7_CROWT	CwatDRAFT_4537	Crocosphaera watsonii WH 8501	113
Q4C8C6	Q4C8C6_CROWT	CwatDRAFT_5429	Crocosphaera watsonii WH 8501	146
Q4BXW8	Q4BXW8_CROWT	CwatDRAFT_1367	Crocosphaera watsonii WH 8501	204
Q4C8T0	Q4C8T0_CROWT	CwatDRAFT_5904	Crocosphaera watsonii WH 8501	261
Q4BVJ8	Q4BVJ8_CROWT	CwatDRAFT_0552	Crocosphaera watsonii WH 8501	508
Q4C6A8	Q4C6A8_CROWT	CwatDRAFT_4674	Crocosphaera watsonii WH 8501	261
Q4BX39	Q4BX39_CROWT	CwatDRAFT_0879	Crocosphaera watsonii WH 8501	163
Q4C2C0	Q4C2C0_CROWT	CwatDRAFT_3445	Crocosphaera watsonii WH 8501	98
Q4C8D6	Q4C8D6_CROWT	CwatDRAFT_5422	Crocosphaera watsonii WH 8501	69
Q4C6I9	Q4C6I9_CROWT	CwatDRAFT_5081	Crocosphaera watsonii WH 8501	164
Q4CA81	Q4CA81_CROWT	CwatDRAFT_6583	Crocosphaera watsonii WH 8501	116
Q4C1T9	Q4C1T9_CROWT	CwatDRAFT_2504	Crocosphaera watsonii WH 8501	129
Q4C3H4	Q4C3H4_CROWT	CwatDRAFT_3674	Crocosphaera watsonii WH 8501	146
Q4BXH3	Q4BXH3_CROWT	CwatDRAFT_2207	Crocosphaera watsonii WH 8501	222
Q4C8K8	Q4C8K8_CROWT	CwatDRAFT_5872	Crocosphaera watsonii WH 8501	796
Q4BV24	Q4BV24_CROWT	CwatDRAFT_0247	Crocosphaera watsonii WH 8501	97
Q4BUY3	Q4BUY3_CROWT	CwatDRAFT_0314	Crocosphaera watsonii WH 8501	115
Q4C8X5	Q4C8X5_CROWT	CwatDRAFT_5303	Crocosphaera watsonii WH 8501	154
Q4C042	Q4C042_CROWT	CwatDRAFT_2056	Crocosphaera watsonii WH 8501	147
Q4C3V3	Q4C3V3_CROWT	CwatDRAFT_3921	Crocosphaera watsonii WH 8501	89
Q4C6J4	Q4C6J4_CROWT	CwatDRAFT_5015	Crocosphaera watsonii WH 8501	489
Q4C0A9	Q4C0A9_CROWT	CwatDRAFT_2922	Crocosphaera watsonii WH 8501	241
Q4C7J4	Q4C7J4_CROWT	CwatDRAFT_5583	Crocosphaera watsonii WH 8501	135
Q4C7U0	Q4C7U0_CROWT	CwatDRAFT_5535	Crocosphaera watsonii WH 8501	191
Q4C4Z6	Q4C4Z6_CROWT	CwatDRAFT_4388	Crocosphaera watsonii WH 8501	1027
Q4C0Z3	Q4C0Z3_CROWT	CwatDRAFT_2768	Crocosphaera watsonii WH 8501	900
Q4CAS4	Q4CAS4_CROWT	CwatDRAFT_6078	Crocosphaera watsonii WH 8501	344
Q4BUG1	Q4BUG1_CROWT	CwatDRAFT_0152	Crocosphaera watsonii WH 8501	137
Q4BXF5	Q4BXF5_CROWT	CwatDRAFT_1054	Crocosphaera watsonii WH 8501	167
Q4BZG2	Q4BZG2_CROWT	CwatDRAFT_2278	Crocosphaera watsonii WH 8501	308
Q4BZR6	Q4BZR6_CROWT	CwatDRAFT_2481	Crocosphaera watsonii WH 8501	400
Q4C137	Q4C137_CROWT	CwatDRAFT_2417	Crocosphaera watsonii WH 8501	206
Q4C3K7	Q4C3K7_CROWT	CwatDRAFT_3620	Crocosphaera watsonii WH 8501	251
Q4BY53	Q4BY53_CROWT	CwatDRAFT_1215	Crocosphaera watsonii WH 8501	369
Q4C269	Q4C269_CROWT	CwatDRAFT_2737	Crocosphaera watsonii WH 8501	92
Q4BYD4	Q4BYD4_CROWT	CwatDRAFT_2149	Crocosphaera watsonii WH 8501	860
Q4C2Z6	Q4C2Z6_CROWT	CwatDRAFT_3846	Crocosphaera watsonii WH 8501	113
Q4C4F4	Q4C4F4_CROWT	CwatDRAFT_4078	Crocosphaera watsonii WH 8501	331
Q4BXR0	Q4BXR0_CROWT	CwatDRAFT_1477	Crocosphaera watsonii WH 8501	206
Q4C7W1	Q4C7W1_CROWT	CwatDRAFT_5740	Crocosphaera watsonii WH 8501	68
Q4C1N0	Q4C1N0_CROWT	CwatDRAFT_3229	Crocosphaera watsonii WH 8501	635
Q4BUH4	Q4BUH4_CROWT	CwatDRAFT_0019	Crocosphaera watsonii WH 8501	348
Q4C1Y5	Q4C1Y5_CROWT	CwatDRAFT_3307	Crocosphaera watsonii WH 8501	300
Q4C077	Q4C077_CROWT	CwatDRAFT_2628	Crocosphaera watsonii WH 8501	104
Q4C194	Q4C194_CROWT	CwatDRAFT_2792	Crocosphaera watsonii WH 8501	214
Q4C6U0	Q4C6U0_CROWT	CwatDRAFT_4963	Crocosphaera watsonii WH 8501	272
Q4C6G2	Q4C6G2_CROWT	CwatDRAFT_5037	Crocosphaera watsonii WH 8501	80
Q4C8F4	Q4C8F4_CROWT	CwatDRAFT_5842	Crocosphaera watsonii WH 8501	183
Q4C7I9	Q4C7I9_CROWT	CwatDRAFT_5678	Crocosphaera watsonii WH 8501	286
Q4C7R8	Q4C7R8_CROWT	CwatDRAFT_5547	Crocosphaera watsonii WH 8501	83
Q4C8W7	Q4C8W7_CROWT	CwatDRAFT_5308	Crocosphaera watsonii WH 8501	55
Q4C468	Q4C468_CROWT	CwatDRAFT_4133	Crocosphaera watsonii WH 8501	203
Q4C6Z1	Q4C6Z1_CROWT	CwatDRAFT_5160	Crocosphaera watsonii WH 8501	345
Q4C306	Q4C306_CROWT	CwatDRAFT_3577	Crocosphaera watsonii WH 8501	90
Q4C0M2	Q4C0M2_CROWT	CwatDRAFT_3112	Crocosphaera watsonii WH 8501	295
Q4CA17	Q4CA17_CROWT	CwatDRAFT_6228	Crocosphaera watsonii WH 8501	68
Q4BYD2	Q4BYD2_CROWT	CwatDRAFT_1749	Crocosphaera watsonii WH 8501	289
Q4BZ63	Q4BZ63_CROWT	CwatDRAFT_1842	Crocosphaera watsonii WH 8501	416
Q4C5V8	Q4C5V8_CROWT	recR CwatDRAFT_4760	Crocosphaera watsonii WH 8501	202
Q4BX90	Q4BX90_CROWT	CwatDRAFT_1345	Crocosphaera watsonii WH 8501	156
Q4C3P4	Q4C3P4_CROWT	CwatDRAFT_3792	Crocosphaera watsonii WH 8501	120
Q4CB56	Q4CB56_CROWT	CwatDRAFT_6000	Crocosphaera watsonii WH 8501	140
Q4BUX4	Q4BUX4_CROWT	CwatDRAFT_0379	Crocosphaera watsonii WH 8501	179
Q4C548	Q4C548_CROWT	CwatDRAFT_4426	Crocosphaera watsonii WH 8501	103
Q4BVT2	Q4BVT2_CROWT	CwatDRAFT_0809	Crocosphaera watsonii WH 8501	168
Q4BUU6	Q4BUU6_CROWT	CwatDRAFT_0193	Crocosphaera watsonii WH 8501	156
Q4CA24	Q4CA24_CROWT	CwatDRAFT_6548	Crocosphaera watsonii WH 8501	394
Q4BUN6	Q4BUN6_CROWT	CwatDRAFT_0260	Crocosphaera watsonii WH 8501	212
Q4C3M7	Q4C3M7_CROWT	CwatDRAFT_3880	Crocosphaera watsonii WH 8501	288
Q4BV48	Q4BV48_CROWT	CwatDRAFT_0149	Crocosphaera watsonii WH 8501	109
Q4C9I8	Q4C9I8_CROWT	CwatDRAFT_6335	Crocosphaera watsonii WH 8501	263
Q4C4F7	Q4C4F7_CROWT	CwatDRAFT_4095	Crocosphaera watsonii WH 8501	211
Q4C4R2	Q4C4R2_CROWT	CwatDRAFT_4163	Crocosphaera watsonii WH 8501	267
Q4C2X8	Q4C2X8_CROWT	CwatDRAFT_3828	Crocosphaera watsonii WH 8501	265
Q4C2W0	Q4C2W0_CROWT	CwatDRAFT_4029	Crocosphaera watsonii WH 8501	187
Q4C3F4	Q4C3F4_CROWT	CwatDRAFT_3698	Crocosphaera watsonii WH 8501	95
Q4C428	Q4C428_CROWT	CwatDRAFT_3753	Crocosphaera watsonii WH 8501	105
Q4BX99	Q4BX99_CROWT	CwatDRAFT_1352	Crocosphaera watsonii WH 8501	80
Q4C654	Q4C654_CROWT	CwatDRAFT_4712	Crocosphaera watsonii WH 8501	59
Q4C5M9	Q4C5M9_CROWT	CwatDRAFT_4497	Crocosphaera watsonii WH 8501	111
Q4C7A7	Q4C7A7_CROWT	CwatDRAFT_5625	Crocosphaera watsonii WH 8501	202
Q4C2X6	Q4C2X6_CROWT	CwatDRAFT_3830	Crocosphaera watsonii WH 8501	124
Q4CA56	Q4CA56_CROWT	CwatDRAFT_6215	Crocosphaera watsonii WH 8501	106
Q4C4K2	Q4C4K2_CROWT	CwatDRAFT_4195	Crocosphaera watsonii WH 8501	163
Q4BZ52	Q4BZ52_CROWT	CwatDRAFT_1020	Crocosphaera watsonii WH 8501	176
Q4C8M2	Q4C8M2_CROWT	CwatDRAFT_5369	Crocosphaera watsonii WH 8501	273
Q4C6R3	Q4C6R3_CROWT	CwatDRAFT_4980	Crocosphaera watsonii WH 8501	292
Q4C8S8	Q4C8S8_CROWT	CwatDRAFT_5902	Crocosphaera watsonii WH 8501	380
Q4BUS7	Q4BUS7_CROWT	CwatDRAFT_0309	Crocosphaera watsonii WH 8501	131
Q4C0K6	Q4C0K6_CROWT	CwatDRAFT_2702	Crocosphaera watsonii WH 8501	659
Q4C4X3	Q4C4X3_CROWT	CwatDRAFT_4233	Crocosphaera watsonii WH 8501	130
Q4C327	Q4C327_CROWT	CwatDRAFT_3565	Crocosphaera watsonii WH 8501	58
Q4C5K1	Q4C5K1_CROWT	CwatDRAFT_4511	Crocosphaera watsonii WH 8501	491
Q4C498	Q4C498_CROWT	CwatDRAFT_4004	Crocosphaera watsonii WH 8501	164
Q4C525	Q4C525_CROWT	CwatDRAFT_4407	Crocosphaera watsonii WH 8501	345
Q4C0S4	Q4C0S4_CROWT	CwatDRAFT_2914	Crocosphaera watsonii WH 8501	365
Q4C0T8	Q4C0T8_CROWT	CwatDRAFT_2690	Crocosphaera watsonii WH 8501	111
Q4BWR5	Q4BWR5_CROWT	CwatDRAFT_0856	Crocosphaera watsonii WH 8501	840
Q4BZ05	Q4BZ05_CROWT	CwatDRAFT_1485	Crocosphaera watsonii WH 8501	132
Q4BVW4	Q4BVW4_CROWT	CwatDRAFT_0700	Crocosphaera watsonii WH 8501	72
Q4BZZ2	Q4BZZ2_CROWT	CwatDRAFT_2345	Crocosphaera watsonii WH 8501	111
Q4C2X9	Q4C2X9_CROWT	nifW CwatDRAFT_3827	Crocosphaera watsonii WH 8501	115
Q4C0N6	Q4C0N6_CROWT	CwatDRAFT_2606	Crocosphaera watsonii WH 8501	150
Q4BV26	Q4BV26_CROWT	CwatDRAFT_0109	Crocosphaera watsonii WH 8501	334
Q4C9V9	Q4C9V9_CROWT	CwatDRAFT_6269	Crocosphaera watsonii WH 8501	307
Q4C9P3	Q4C9P3_CROWT	CwatDRAFT_6488	Crocosphaera watsonii WH 8501	517
Q4C4L8	Q4C4L8_CROWT	CwatDRAFT_4208	Crocosphaera watsonii WH 8501	213
Q4C6F4	Q4C6F4_CROWT	CwatDRAFT_5072	Crocosphaera watsonii WH 8501	412
Q4C8E0	Q4C8E0_CROWT	CwatDRAFT_5419	Crocosphaera watsonii WH 8501	69
Q4C3L4	Q4C3L4_CROWT	CwatDRAFT_3865	Crocosphaera watsonii WH 8501	133
Q4BZY5	Q4BZY5_CROWT	CwatDRAFT_2339	Crocosphaera watsonii WH 8501	237
Q4C9D4	Q4C9D4_CROWT	CwatDRAFT_6431	Crocosphaera watsonii WH 8501	92
Q4BWH8	Q4BWH8_CROWT	CwatDRAFT_0886	Crocosphaera watsonii WH 8501	452
Q4CA62	Q4CA62_CROWT	CwatDRAFT_6211	Crocosphaera watsonii WH 8501	669
Q4CA91	Q4CA91_CROWT	CwatDRAFT_6588	Crocosphaera watsonii WH 8501	413
Q4BWM4	Q4BWM4_CROWT	CwatDRAFT_0793	Crocosphaera watsonii WH 8501	297
Q4C3B8	Q4C3B8_CROWT	CwatDRAFT_3619	Crocosphaera watsonii WH 8501	247
Q4BYA2	Q4BYA2_CROWT	CwatDRAFT_1551	Crocosphaera watsonii WH 8501	323
Q4CAI4	Q4CAI4_CROWT	CwatDRAFT_6132	Crocosphaera watsonii WH 8501	202
Q4C2L0	Q4C2L0_CROWT	CwatDRAFT_3421	Crocosphaera watsonii WH 8501	82
Q4BYG7	Q4BYG7_CROWT	CwatDRAFT_1980	Crocosphaera watsonii WH 8501	193
Q4C7J8	Q4C7J8_CROWT	CwatDRAFT_5581	Crocosphaera watsonii WH 8501	81
Q4C5J1	Q4C5J1_CROWT	CwatDRAFT_4520	Crocosphaera watsonii WH 8501	199
Q4C7K3	Q4C7K3_CROWT	CwatDRAFT_5579	Crocosphaera watsonii WH 8501	196
Q4BZN9	Q4BZN9_CROWT	CwatDRAFT_2172	Crocosphaera watsonii WH 8501	599
Q4C0N2	Q4C0N2_CROWT	CwatDRAFT_3106	Crocosphaera watsonii WH 8501	312
Q4C9Y8	Q4C9Y8_CROWT	CwatDRAFT_6243	Crocosphaera watsonii WH 8501	375
Q4C8C4	Q4C8C4_CROWT	CwatDRAFT_5431	Crocosphaera watsonii WH 8501	414
Q4BUX2	Q4BUX2_CROWT	CwatDRAFT_0292	Crocosphaera watsonii WH 8501	119
Q4C1H5	Q4C1H5_CROWT	CwatDRAFT_3368	Crocosphaera watsonii WH 8501	319
Q4CAZ9	Q4CAZ9_CROWT	CwatDRAFT_6034	Crocosphaera watsonii WH 8501	174
Q4C8B1	Q4C8B1_CROWT	CwatDRAFT_5438	Crocosphaera watsonii WH 8501	149
Q4BX96	Q4BX96_CROWT	CwatDRAFT_1349	Crocosphaera watsonii WH 8501	58
Q4C4U6	Q4C4U6_CROWT	CwatDRAFT_4246	Crocosphaera watsonii WH 8501	69
Q4BXS9	Q4BXS9_CROWT	CwatDRAFT_1305	Crocosphaera watsonii WH 8501	362
Q4C923	Q4C923_CROWT	CwatDRAFT_5269	Crocosphaera watsonii WH 8501	592
Q4C1G0	Q4C1G0_CROWT	CwatDRAFT_3380	Crocosphaera watsonii WH 8501	255
Q4BU66	Q4BU66_CROWT	CwatDRAFT_0010	Crocosphaera watsonii WH 8501	80
Q4C7E5	Q4C7E5_CROWT	CwatDRAFT_5650	Crocosphaera watsonii WH 8501	196
Q4CA40	Q4CA40_CROWT	CwatDRAFT_6561	Crocosphaera watsonii WH 8501	257
Q4CAD7	Q4CAD7_CROWT	CwatDRAFT_6611	Crocosphaera watsonii WH 8501	322
Q4BX14	Q4BX14_CROWT	CwatDRAFT_1142	Crocosphaera watsonii WH 8501	138
Q4C7T1	Q4C7T1_CROWT	CwatDRAFT_5730	Crocosphaera watsonii WH 8501	281
Q4C5X7	Q4C5X7_CROWT	CwatDRAFT_4789	Crocosphaera watsonii WH 8501	433
Q4C0B6	Q4C0B6_CROWT	CwatDRAFT_2932	Crocosphaera watsonii WH 8501	122
Q4BVB1	Q4BVB1_CROWT	CwatDRAFT_0718	Crocosphaera watsonii WH 8501	508
Q4C5Z5	Q4C5Z5_CROWT	CwatDRAFT_4802	Crocosphaera watsonii WH 8501	142
Q4C3W4	Q4C3W4_CROWT	CwatDRAFT_3894	Crocosphaera watsonii WH 8501	213
Q4C5G2	Q4C5G2_CROWT	CwatDRAFT_4541	Crocosphaera watsonii WH 8501	214
Q4BUB5	Q4BUB5_CROWT	CwatDRAFT_0105	Crocosphaera watsonii WH 8501	219
Q4BVM3	Q4BVM3_CROWT	CwatDRAFT_0558	Crocosphaera watsonii WH 8501	213
Q4BZJ3	Q4BZJ3_CROWT	CwatDRAFT_2296	Crocosphaera watsonii WH 8501	82
Q4C4E0	Q4C4E0_CROWT	CwatDRAFT_4087	Crocosphaera watsonii WH 8501	229
Q4BY49	Q4BY49_CROWT	CwatDRAFT_1225	Crocosphaera watsonii WH 8501	82
Q4C044	Q4C044_CROWT	CwatDRAFT_2055	Crocosphaera watsonii WH 8501	90
Q4C0C4	Q4C0C4_CROWT	CwatDRAFT_2424	Crocosphaera watsonii WH 8501	449
Q4C4N4	Q4C4N4_CROWT	CwatDRAFT_4180	Crocosphaera watsonii WH 8501	151
Q4BZS4	Q4BZS4_CROWT	CwatDRAFT_2050	Crocosphaera watsonii WH 8501	213
Q4C4D8	Q4C4D8_CROWT	CwatDRAFT_3974	Crocosphaera watsonii WH 8501	205
Q4C4G4	Q4C4G4_CROWT	CwatDRAFT_4102	Crocosphaera watsonii WH 8501	68
Q4BYH8	Q4BYH8_CROWT	CwatDRAFT_1925	Crocosphaera watsonii WH 8501	541
Q4C4H7	Q4C4H7_CROWT	CwatDRAFT_4108	Crocosphaera watsonii WH 8501	555
Q4CA74	Q4CA74_CROWT	CwatDRAFT_6578	Crocosphaera watsonii WH 8501	449
Q4C072	Q4C072_CROWT	CwatDRAFT_2634	Crocosphaera watsonii WH 8501	215
Q4BUV4	Q4BUV4_CROWT	CwatDRAFT_0442	Crocosphaera watsonii WH 8501	137
Q4BYV5	Q4BYV5_CROWT	CwatDRAFT_1181	Crocosphaera watsonii WH 8501	193
Q4BZG8	Q4BZG8_CROWT	CwatDRAFT_2094	Crocosphaera watsonii WH 8501	63
Q4C3S9	Q4C3S9_CROWT	CwatDRAFT_3808	Crocosphaera watsonii WH 8501	165
Q4CA75	Q4CA75_CROWT	CwatDRAFT_6579	Crocosphaera watsonii WH 8501	420
Q4C2U3	Q4C2U3_CROWT	CwatDRAFT_4036	Crocosphaera watsonii WH 8501	327
Q4C8H4	Q4C8H4_CROWT	CwatDRAFT_5856	Crocosphaera watsonii WH 8501	85
Q4BYN5	Q4BYN5_CROWT	CwatDRAFT_1762	Crocosphaera watsonii WH 8501	289
Q4C5W7	Q4C5W7_CROWT	CwatDRAFT_4785	Crocosphaera watsonii WH 8501	117
Q4BU82	Q4BU82_CROWT	CwatDRAFT_0071	Crocosphaera watsonii WH 8501	161
Q4C5W1	Q4C5W1_CROWT	CwatDRAFT_4782	Crocosphaera watsonii WH 8501	147
Q4C5E8	Q4C5E8_CROWT	CwatDRAFT_4547	Crocosphaera watsonii WH 8501	496
Q4BYH5	Q4BYH5_CROWT	CwatDRAFT_1928	Crocosphaera watsonii WH 8501	315
Q4C8V3	Q4C8V3_CROWT	CwatDRAFT_5923	Crocosphaera watsonii WH 8501	164
Q4BW69	Q4BW69_CROWT	CwatDRAFT_1088	Crocosphaera watsonii WH 8501	210
Q4BYG3	Q4BYG3_CROWT	CwatDRAFT_1985	Crocosphaera watsonii WH 8501	508
Q4C0N0	Q4C0N0_CROWT	CwatDRAFT_3107	Crocosphaera watsonii WH 8501	541
Q4BYK0	Q4BYK0_CROWT	CwatDRAFT_1707	Crocosphaera watsonii WH 8501	273
Q4BXK2	Q4BXK2_CROWT	CwatDRAFT_1559	Crocosphaera watsonii WH 8501	162
Q4BYS9	Q4BYS9_CROWT	CwatDRAFT_1592	Crocosphaera watsonii WH 8501	163
Q4BVK3	Q4BVK3_CROWT	CwatDRAFT_0671	Crocosphaera watsonii WH 8501	401
Q4BWP6	Q4BWP6_CROWT	CwatDRAFT_0894	Crocosphaera watsonii WH 8501	70
Q4C543	Q4C543_CROWT	coaE CwatDRAFT_4421	Crocosphaera watsonii WH 8501	206
Q4C241	Q4C241_CROWT	CwatDRAFT_2993	Crocosphaera watsonii WH 8501	192
Q4C0Y8	Q4C0Y8_CROWT	CwatDRAFT_2773	Crocosphaera watsonii WH 8501	163
Q4C8R3	Q4C8R3_CROWT	CwatDRAFT_5336	Crocosphaera watsonii WH 8501	406
Q4C7T5	Q4C7T5_CROWT	CwatDRAFT_5537	Crocosphaera watsonii WH 8501	95
Q4CA98	Q4CA98_CROWT	CwatDRAFT_6591	Crocosphaera watsonii WH 8501	160
Q4C9R0	Q4C9R0_CROWT	CwatDRAFT_6497	Crocosphaera watsonii WH 8501	278
Q4C1U7	Q4C1U7_CROWT	CwatDRAFT_2482	Crocosphaera watsonii WH 8501	456
Q4CAU9	Q4CAU9_CROWT	CwatDRAFT_6062	Crocosphaera watsonii WH 8501	216
Q4C9B8	Q4C9B8_CROWT	CwatDRAFT_6420	Crocosphaera watsonii WH 8501	260
Q4C828	Q4C828_CROWT	CwatDRAFT_5780	Crocosphaera watsonii WH 8501	210
Q4C3R1	Q4C3R1_CROWT	CwatDRAFT_3799	Crocosphaera watsonii WH 8501	160
Q4C8C1	Q4C8C1_CROWT	CwatDRAFT_5433	Crocosphaera watsonii WH 8501	256
Q4C104	Q4C104_CROWT	CwatDRAFT_2782	Crocosphaera watsonii WH 8501	213
Q4BVV5	Q4BVV5_CROWT	CwatDRAFT_0632	Crocosphaera watsonii WH 8501	263
Q4C088	Q4C088_CROWT	CwatDRAFT_2592	Crocosphaera watsonii WH 8501	286
Q4C8X0	Q4C8X0_CROWT	CwatDRAFT_5306	Crocosphaera watsonii WH 8501	399
Q4BZB4	Q4BZB4_CROWT	CwatDRAFT_1936	Crocosphaera watsonii WH 8501	90
Q4CAW0	Q4CAW0_CROWT	CwatDRAFT_6702	Crocosphaera watsonii WH 8501	298
Q4C020	Q4C020_CROWT	CwatDRAFT_2304	Crocosphaera watsonii WH 8501	270
Q4BWT6	Q4BWT6_CROWT	CwatDRAFT_0958	Crocosphaera watsonii WH 8501	215
Q4CAY0	Q4CAY0_CROWT	CwatDRAFT_6712	Crocosphaera watsonii WH 8501	106
Q4C6U5	Q4C6U5_CROWT	CwatDRAFT_4959	Crocosphaera watsonii WH 8501	666
Q4BYR2	Q4BYR2_CROWT	CwatDRAFT_1917	Crocosphaera watsonii WH 8501	90
Q4C9Z1	Q4C9Z1_CROWT	CwatDRAFT_6527	Crocosphaera watsonii WH 8501	230
Q4C9Q9	Q4C9Q9_CROWT	CwatDRAFT_6496	Crocosphaera watsonii WH 8501	219
Q4BXZ7	Q4BXZ7_CROWT	CwatDRAFT_1448	Crocosphaera watsonii WH 8501	146
Q4C172	Q4C172_CROWT	CwatDRAFT_3042	Crocosphaera watsonii WH 8501	100
Q4C3J2	Q4C3J2_CROWT	CwatDRAFT_3650	Crocosphaera watsonii WH 8501	170
Q4C7E9	Q4C7E9_CROWT	CwatDRAFT_5603	Crocosphaera watsonii WH 8501	122
Q4C9A6	Q4C9A6_CROWT	CwatDRAFT_6414	Crocosphaera watsonii WH 8501	156
Q4C4X5	Q4C4X5_CROWT	CwatDRAFT_4378	Crocosphaera watsonii WH 8501	197
Q4C8T8	Q4C8T8_CROWT	CwatDRAFT_5911	Crocosphaera watsonii WH 8501	222
Q4C613	Q4C613_CROWT	CwatDRAFT_4812	Crocosphaera watsonii WH 8501	731
Q4CAX5	Q4CAX5_CROWT	CwatDRAFT_6050	Crocosphaera watsonii WH 8501	506
Q4C0S7	Q4C0S7_CROWT	CwatDRAFT_2889	Crocosphaera watsonii WH 8501	227
Q4C3N9	Q4C3N9_CROWT	CwatDRAFT_3889	Crocosphaera watsonii WH 8501	508
Q4C7U6	Q4C7U6_CROWT	CwatDRAFT_5530	Crocosphaera watsonii WH 8501	571
Q4C7S7	Q4C7S7_CROWT	CwatDRAFT_5542	Crocosphaera watsonii WH 8501	76
Q4BVX9	Q4BVX9_CROWT	CwatDRAFT_0822	Crocosphaera watsonii WH 8501	334
Q4CB66	Q4CB66_CROWT	CwatDRAFT_5989	Crocosphaera watsonii WH 8501	144
Q4BWR4	Q4BWR4_CROWT	CwatDRAFT_0855	Crocosphaera watsonii WH 8501	80
Q4BXJ5	Q4BXJ5_CROWT	CwatDRAFT_1563	Crocosphaera watsonii WH 8501	82
Q4C9L2	Q4C9L2_CROWT	CwatDRAFT_6324	Crocosphaera watsonii WH 8501	447
Q4CAK8	Q4CAK8_CROWT	CwatDRAFT_6648	Crocosphaera watsonii WH 8501	401
Q4C7X5	Q4C7X5_CROWT	CwatDRAFT_5511	Crocosphaera watsonii WH 8501	232
Q4BZ67	Q4BZ67_CROWT	CwatDRAFT_1839	Crocosphaera watsonii WH 8501	154
Q4C8S2	Q4C8S2_CROWT	CwatDRAFT_5327	Crocosphaera watsonii WH 8501	552
Q4C7U5	Q4C7U5_CROWT	CwatDRAFT_5531	Crocosphaera watsonii WH 8501	120
Q4BXN3	Q4BXN3_CROWT	CwatDRAFT_1816	Crocosphaera watsonii WH 8501	385
Q4C5D7	Q4C5D7_CROWT	CwatDRAFT_4585	Crocosphaera watsonii WH 8501	88
Q4BWY8	Q4BWY8_CROWT	CwatDRAFT_1232	Crocosphaera watsonii WH 8501	256
Q4C992	Q4C992_CROWT	CwatDRAFT_6400	Crocosphaera watsonii WH 8501	1257
Q4BV82	Q4BV82_CROWT	CwatDRAFT_0360	Crocosphaera watsonii WH 8501	237
Q4BZG7	Q4BZG7_CROWT	CwatDRAFT_2093	Crocosphaera watsonii WH 8501	208
Q4BV96	Q4BV96_CROWT	CwatDRAFT_0462	Crocosphaera watsonii WH 8501	84
Q4C369	Q4C369_CROWT	CwatDRAFT_3557	Crocosphaera watsonii WH 8501	478
Q4BVA5	Q4BVA5_CROWT	CwatDRAFT_0528	Crocosphaera watsonii WH 8501	105
Q4C835	Q4C835_CROWT	CwatDRAFT_5782	Crocosphaera watsonii WH 8501	430
Q4C6T9	Q4C6T9_CROWT	CwatDRAFT_5139	Crocosphaera watsonii WH 8501	323
